trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,congrats_loop.thisRepN,congrats_loop.thisTrialN,congrats_loop.thisN,congrats_loop.thisIndex,instr_text.started,instr_text.stopped,intr_kb.keys,intr_kb.rt,intr_kb.started,intr_kb.stopped,doll_im.started,doll_im.stopped,task_kb.keys,task_kb.started,task_kb.stopped,polygon.started,polygon.stopped,angry_doll_im.started,angry_doll_im.stopped,task_kb.rt,circle.started,circle.stopped,star.started,star.stopped,triangle.started,triangle.stopped,next_game.started,next_game.stopped,participant,hit_outcome,fa_outcome,hits_goal,num_go_trials,num_nogo_trials,date,expName,psychopyVersion,frameRate,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,91.03715160000138,91.03715160000138,91.03715160000138,91.03715160000138,91.03715160000138,91.03715160000138,91.03715160000138,91.03715160000138,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,91.14107909999439,91.14107909999439,91.14107909999439,91.14107909999439,91.14107909999439,91.14107909999439,91.14107909999439,91.14107909999439,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,91.27470330000506,91.27470330000506,91.27470330000506,91.27470330000506,91.27470330000506,91.27470330000506,91.27470330000506,91.27470330000506,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,91.40967279998586,91.40967279998586,91.40967279998586,91.40967279998586,91.40967279998586,91.40967279998586,91.40967279998586,91.40967279998586,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,91.5363500000094,91.5363500000094,91.5363500000094,91.5363500000094,91.5363500000094,91.5363500000094,91.5363500000094,91.5363500000094,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,91.65083999998751,91.65083999998751,91.65083999998751,91.65083999998751,91.65083999998751,91.65083999998751,91.65083999998751,91.65083999998751,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,91.79684339999221,91.79684339999221,91.79684339999221,91.79684339999221,91.79684339999221,91.79684339999221,91.79684339999221,91.79684339999221,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,91.93056360000628,91.93056360000628,91.93056360000628,91.93056360000628,91.93056360000628,91.93056360000628,91.93056360000628,91.93056360000628,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,92.06132869998692,92.06132869998692,92.06132869998692,92.06132869998692,92.06132869998692,92.06132869998692,92.06132869998692,92.06132869998692,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,92.2206395000103,92.2206395000103,92.2206395000103,92.2206395000103,92.2206395000103,92.2206395000103,92.2206395000103,92.2206395000103,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,92.35121359999175,92.35121359999175,92.35121359999175,92.35121359999175,92.35121359999175,92.35121359999175,92.35121359999175,92.35121359999175,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,92.49064139998518,92.49064139998518,92.49064139998518,92.49064139998518,92.49064139998518,92.49064139998518,92.49064139998518,92.49064139998518,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,92.61655790000805,92.61655790000805,92.61655790000805,92.61655790000805,92.61655790000805,92.61655790000805,92.61655790000805,92.61655790000805,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,92.72922519998974,92.72922519998974,92.72922519998974,92.72922519998974,92.72922519998974,92.72922519998974,92.72922519998974,92.72922519998974,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,92.85998979999567,92.85998979999567,92.85998979999567,92.85998979999567,92.85998979999567,92.85998979999567,92.85998979999567,92.85998979999567,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,55,0,55,0,,,,,,,,,,,,,,,,,92.9967478000035,92.9967478000035,92.9967478000035,92.9967478000035,92.9967478000035,92.9967478000035,92.9967478000035,92.9967478000035,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,56,0,56,0,,,,,,,,,,,,,,,,,93.13308609998785,93.13308609998785,93.13308609998785,93.13308609998785,93.13308609998785,93.13308609998785,93.13308609998785,93.13308609998785,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,57,0,57,0,,,,,,,,,,,,,,,,,93.27685439999914,93.27685439999914,93.27685439999914,93.27685439999914,93.27685439999914,93.27685439999914,93.27685439999914,93.27685439999914,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,58,0,58,0,,,,,,,,,,,,,,,,,93.41493420000188,93.41493420000188,93.41493420000188,93.41493420000188,93.41493420000188,93.41493420000188,93.41493420000188,93.41493420000188,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,59,0,59,0,,,,,,,,,,,,,,,,,93.56081059999997,93.56081059999997,93.56081059999997,93.56081059999997,93.56081059999997,93.56081059999997,93.56081059999997,93.56081059999997,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,93.6980285999889,93.6980285999889,93.6980285999889,93.6980285999889,93.6980285999889,93.6980285999889,93.6980285999889,93.6980285999889,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,93.83054389999597,93.83054389999597,93.83054389999597,93.83054389999597,93.83054389999597,93.83054389999597,93.83054389999597,93.83054389999597,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,93.97664410001016,93.97664410001016,93.97664410001016,93.97664410001016,93.97664410001016,93.97664410001016,93.97664410001016,93.97664410001016,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,94.11164699998335,94.11164699998335,94.11164699998335,94.11164699998335,94.11164699998335,94.11164699998335,94.11164699998335,94.11164699998335,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,94.2555951999966,94.2555951999966,94.2555951999966,94.2555951999966,94.2555951999966,94.2555951999966,94.2555951999966,94.2555951999966,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,65,0,65,0,,,,,,,,,,,,,,,,,94.3928190000006,94.3928190000006,94.3928190000006,94.3928190000006,94.3928190000006,94.3928190000006,94.3928190000006,94.3928190000006,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,66,0,66,0,,,,,,,,,,,,,,,,,94.51884929998778,94.51884929998778,94.51884929998778,94.51884929998778,94.51884929998778,94.51884929998778,94.51884929998778,94.51884929998778,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,67,0,67,0,,,,,,,,,,,,,,,,,94.62249069998506,94.62249069998506,94.62249069998506,94.62249069998506,94.62249069998506,94.62249069998506,94.62249069998506,94.62249069998506,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,68,0,68,0,,,,,,,,,,,,,,,,,94.75290449999738,94.75290449999738,94.75290449999738,94.75290449999738,94.75290449999738,94.75290449999738,94.75290449999738,94.75290449999738,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,69,0,69,0,,,,,,,,,,,,,,,,,94.8958033999952,94.8958033999952,94.8958033999952,94.8958033999952,94.8958033999952,94.8958033999952,94.8958033999952,94.8958033999952,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
,,,,70,0,70,0,,,,,,,,,,,,,,,,,95.03352870000526,95.03352870000526,95.03352870000526,95.03352870000526,95.03352870000526,95.03352870000526,95.03352870000526,95.03352870000526,,1,beginning,20,200,100,2021_Oct_26_1144,redlight_greenlight_casino_final,2021.1.4,30.03320471310653,
